,time,precipitation,location_cluster,year,month,day,week_of_year,day_of_week,day_of_year,quarter,season,month_cos,day_of_week_cos
736,1964-05-31,2439.600047804415,2,1964,5,31,22,6,152,2,Spring,-0.8660254037844387,0.6234898018587334
737,1964-06-30,5705.3001067861915,2,1964,6,30,27,1,182,2,Summer,-1.0,0.6234898018587336
738,1964-07-31,2248.5000385418534,2,1964,7,31,31,4,213,3,Summer,-0.8660254037844388,-0.9009688679024191
739,1964-08-31,4066.2000782862306,2,1964,8,31,36,0,244,3,Summer,-0.5000000000000004,1.0
740,1964-09-30,4098.300046309829,2,1964,9,30,40,2,274,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
741,1964-10-31,3136.6000427529216,2,1964,10,31,44,5,305,4,Fall,0.5000000000000001,-0.2225209339563146
742,1964-11-30,10393.300195738673,2,1964,11,30,49,0,335,4,Fall,0.8660254037844384,1.0
743,1964-12-31,12854.100204393268,2,1964,12,31,53,3,366,4,Winter,1.0,-0.900968867902419
744,1965-01-31,12362.500203885138,2,1965,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
745,1965-02-28,7606.700114548206,2,1965,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
746,1965-03-31,1215.1000210866332,2,1965,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
747,1965-04-30,5050.300086289644,2,1965,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
748,1965-05-31,3901.4000348448753,2,1965,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
749,1965-06-30,2513.5000557750463,2,1965,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
750,1965-07-31,1894.6000296920538,2,1965,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
751,1965-08-31,4567.000067442656,2,1965,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
752,1965-09-30,1666.7000306919217,2,1965,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
753,1965-10-31,2847.8000704944134,2,1965,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
754,1965-11-30,9073.100128419697,2,1965,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
755,1965-12-31,7979.000143036246,2,1965,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
756,1966-01-31,10635.400178588927,2,1966,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
757,1966-02-28,3300.700053744018,2,1966,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
758,1966-03-31,7222.900141485035,2,1966,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
759,1966-04-30,1992.900033555925,2,1966,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
760,1966-05-31,2489.9000336304307,2,1966,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
761,1966-06-30,4267.000083945692,2,1966,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
762,1966-07-31,3343.10005761683,2,1966,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
763,1966-08-31,1458.100028835237,2,1966,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
764,1966-09-30,2366.5000425577164,2,1966,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
765,1966-10-31,5884.300113208592,2,1966,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
766,1966-11-30,11203.100177362561,2,1966,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
767,1966-12-31,12790.200220271945,2,1966,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
768,1967-01-31,13385.900262184441,2,1967,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
769,1967-02-28,5365.400092743337,2,1967,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
770,1967-03-31,7473.000138685107,2,1967,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
771,1967-04-30,5125.700083494186,2,1967,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
772,1967-05-31,3153.3000497967005,2,1967,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
773,1967-06-30,4491.2000698670745,2,1967,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
774,1967-07-31,487.10000851750374,2,1967,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
775,1967-08-31,210.5000037252903,2,1967,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
776,1967-09-30,1634.100020289421,2,1967,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
777,1967-10-31,13573.00022637844,2,1967,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
778,1967-11-30,5546.000098332763,2,1967,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
779,1967-12-31,10352.200200483203,2,1967,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
780,1968-01-31,10605.900195263326,2,1968,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
781,1968-02-29,8725.000126689672,2,1968,2,29,9,3,60,1,Winter,0.5000000000000001,-0.900968867902419
782,1968-03-31,5523.000107705593,2,1968,3,31,13,6,91,1,Spring,6.123233995736766e-17,0.6234898018587334
783,1968-04-30,3093.400049634278,2,1968,4,30,18,1,121,2,Spring,-0.4999999999999998,0.6234898018587336
784,1968-05-31,3919.4000670164824,2,1968,5,31,22,4,152,2,Spring,-0.8660254037844387,-0.9009688679024191
785,1968-06-30,4867.900072038174,2,1968,6,30,26,6,182,2,Summer,-1.0,0.6234898018587334
786,1968-07-31,1461.0000323280692,2,1968,7,31,31,2,213,3,Summer,-0.8660254037844388,-0.22252093395631434
787,1968-08-31,5291.600084602833,2,1968,8,31,35,5,244,3,Summer,-0.5000000000000004,-0.2225209339563146
788,1968-09-30,4164.9000738710165,2,1968,9,30,40,0,274,3,Fall,-1.8369701987210297e-16,1.0
789,1968-10-31,8518.70011498034,2,1968,10,31,44,3,305,4,Fall,0.5000000000000001,-0.900968867902419
790,1968-11-30,10027.800179801881,2,1968,11,30,48,5,335,4,Fall,0.8660254037844384,-0.2225209339563146
791,1968-12-31,12860.10017542541,2,1968,12,31,1,1,366,4,Winter,1.0,0.6234898018587336
792,1969-01-31,12513.00020468235,2,1969,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
793,1969-02-28,5618.000071555376,2,1969,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
794,1969-03-31,3239.0000453963876,2,1969,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
795,1969-04-30,7147.800141587853,2,1969,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
796,1969-05-31,3731.6000573560596,2,1969,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
797,1969-06-30,3390.100064396858,2,1969,6,30,27,0,181,2,Summer,-1.0,1.0
798,1969-07-31,1366.8000175729394,2,1969,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
799,1969-08-31,375.1000094488263,2,1969,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
800,1969-09-30,6059.200116477907,2,1969,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
801,1969-10-31,3371.3000692278147,2,1969,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
802,1969-11-30,4083.200068987906,2,1969,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
803,1969-12-31,9311.600137144327,2,1969,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
804,1970-01-31,14252.000227376819,2,1970,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
805,1970-02-28,5489.200088895857,2,1970,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
806,1970-03-31,4150.000067450106,2,1970,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
807,1970-04-30,5451.100097224116,2,1970,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
808,1970-05-31,1901.4000317007303,2,1970,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
809,1970-06-30,3406.4000629633665,2,1970,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
810,1970-07-31,1633.3000248149037,2,1970,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
811,1970-08-31,618.9000183194876,2,1970,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
812,1970-09-30,3957.30006480217,2,1970,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
813,1970-10-31,5807.400078468025,2,1970,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
814,1970-11-30,8613.400134719908,2,1970,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
815,1970-12-31,11398.200175970793,2,1970,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
816,1971-01-31,13524.400265596807,2,1971,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
817,1971-02-28,5792.400098122656,2,1971,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
818,1971-03-31,9579.700165979564,2,1971,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
819,1971-04-30,4083.200050473213,2,1971,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
820,1971-05-31,4248.900074385107,2,1971,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
821,1971-06-30,5847.1001159623265,2,1971,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
822,1971-07-31,1817.1000331491232,2,1971,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
823,1971-08-31,1437.600023433566,2,1971,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
824,1971-09-30,5161.800090700388,2,1971,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
825,1971-10-31,5310.600114405155,2,1971,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
826,1971-11-30,8929.800142459571,2,1971,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
827,1971-12-31,12298.3002063483,2,1971,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
828,1972-01-31,11165.300169959664,2,1972,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
829,1972-02-29,10672.400184765458,2,1972,2,29,9,1,60,1,Winter,0.5000000000000001,0.6234898018587336
830,1972-03-31,9336.800142556429,2,1972,3,31,13,4,91,1,Spring,6.123233995736766e-17,-0.9009688679024191
831,1972-04-30,5691.600112378597,2,1972,4,30,17,6,121,2,Spring,-0.4999999999999998,0.6234898018587334
832,1972-05-31,5452.300103992224,2,1972,5,31,22,2,152,2,Spring,-0.8660254037844387,-0.22252093395631434
833,1972-06-30,5444.900106169283,2,1972,6,30,26,4,182,2,Summer,-1.0,-0.9009688679024191
834,1972-07-31,3036.6000375524163,2,1972,7,31,31,0,213,3,Summer,-0.8660254037844388,1.0
835,1972-08-31,2881.3000487834215,2,1972,8,31,35,3,244,3,Summer,-0.5000000000000004,-0.900968867902419
836,1972-09-30,5518.700117327273,2,1972,9,30,39,5,274,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
837,1972-10-31,1874.2000304237008,2,1972,10,31,44,1,305,4,Fall,0.5000000000000001,0.6234898018587336
838,1972-11-30,6192.600112855434,2,1972,11,30,48,3,335,4,Fall,0.8660254037844384,-0.900968867902419
839,1972-12-31,12336.900186151266,2,1972,12,31,52,6,366,4,Winter,1.0,0.6234898018587334
840,1973-01-31,7452.700134031475,2,1973,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
841,1973-02-28,2939.700047492981,2,1973,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
842,1973-03-31,4074.000066637993,2,1973,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
843,1973-04-30,2086.7000410035253,2,1973,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
844,1973-05-31,3582.100061006844,2,1973,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
845,1973-06-30,2122.800035111606,2,1973,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
846,1973-07-31,285.10000436753035,2,1973,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
847,1973-08-31,700.7000185847282,2,1973,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
848,1973-09-30,4432.300085060298,2,1973,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
849,1973-10-31,7343.20015090704,2,1973,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
850,1973-11-30,16953.400287769735,2,1973,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
851,1973-12-31,15037.4002719149,2,1973,12,31,1,0,365,4,Winter,1.0,1.0
852,1974-01-31,17172.50029437244,2,1974,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
853,1974-02-28,8798.700127124786,2,1974,2,28,9,3,59,1,Winter,0.5000000000000001,-0.900968867902419
854,1974-03-31,8556.800161972642,2,1974,3,31,13,6,90,1,Spring,6.123233995736766e-17,0.6234898018587334
855,1974-04-30,5057.000093914568,2,1974,4,30,18,1,120,2,Spring,-0.4999999999999998,0.6234898018587336
856,1974-05-31,4496.700066417456,2,1974,5,31,22,4,151,2,Spring,-0.8660254037844387,-0.9009688679024191
857,1974-06-30,2029.900029182434,2,1974,6,30,26,6,181,2,Summer,-1.0,0.6234898018587334
858,1974-07-31,3541.600059248507,2,1974,7,31,31,2,212,3,Summer,-0.8660254037844388,-0.22252093395631434
859,1974-08-31,766.5000164732337,2,1974,8,31,35,5,243,3,Summer,-0.5000000000000004,-0.2225209339563146
860,1974-09-30,897.2000189200044,2,1974,9,30,40,0,273,3,Fall,-1.8369701987210297e-16,1.0
861,1974-10-31,1024.3000125288963,2,1974,10,31,44,3,304,4,Fall,0.5000000000000001,-0.900968867902419
862,1974-11-30,11538.70019890368,2,1974,11,30,48,5,334,4,Fall,0.8660254037844384,-0.2225209339563146
863,1974-12-31,12941.800205782056,2,1974,12,31,1,1,365,4,Winter,1.0,0.6234898018587336
864,1975-01-31,11234.700236521661,2,1975,1,31,5,4,31,1,Winter,0.8660254037844387,-0.9009688679024191
865,1975-02-28,9076.30015130341,2,1975,2,28,9,4,59,1,Winter,0.5000000000000001,-0.9009688679024191
866,1975-03-31,5946.400096714497,2,1975,3,31,14,0,90,1,Spring,6.123233995736766e-17,1.0
867,1975-04-30,4044.8000864610076,2,1975,4,30,18,2,120,2,Spring,-0.4999999999999998,-0.22252093395631434
868,1975-05-31,3524.400051571429,2,1975,5,31,22,5,151,2,Spring,-0.8660254037844387,-0.2225209339563146
869,1975-06-30,3239.1000566780567,2,1975,6,30,27,0,181,2,Summer,-1.0,1.0
870,1975-07-31,2870.500054873526,2,1975,7,31,31,3,212,3,Summer,-0.8660254037844388,-0.900968867902419
871,1975-08-31,5491.000102996826,2,1975,8,31,35,6,243,3,Summer,-0.5000000000000004,0.6234898018587334
872,1975-09-30,302.7000041306019,2,1975,9,30,40,1,273,3,Fall,-1.8369701987210297e-16,0.6234898018587336
873,1975-10-31,11089.400185331702,2,1975,10,31,44,4,304,4,Fall,0.5000000000000001,-0.9009688679024191
874,1975-11-30,10355.800163321197,2,1975,11,30,48,6,334,4,Fall,0.8660254037844384,0.6234898018587334
875,1975-12-31,14085.400237828493,2,1975,12,31,1,2,365,4,Winter,1.0,-0.22252093395631434
876,1976-01-31,9697.400184378028,2,1976,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
877,1976-02-29,7950.700141727924,2,1976,2,29,9,6,60,1,Winter,0.5000000000000001,0.6234898018587334
878,1976-03-31,5791.800114125013,2,1976,3,31,14,2,91,1,Spring,6.123233995736766e-17,-0.22252093395631434
879,1976-04-30,4188.90006326884,2,1976,4,30,18,4,121,2,Spring,-0.4999999999999998,-0.9009688679024191
880,1976-05-31,4139.100078515708,2,1976,5,31,23,0,152,2,Spring,-0.8660254037844387,1.0
881,1976-06-30,3283.5000544264913,2,1976,6,30,27,2,182,2,Summer,-1.0,-0.22252093395631434
882,1976-07-31,2189.8000368475914,2,1976,7,31,31,5,213,3,Summer,-0.8660254037844388,-0.2225209339563146
883,1976-08-31,6598.200112916529,2,1976,8,31,36,1,244,3,Summer,-0.5000000000000004,0.6234898018587336
884,1976-09-30,920.5000209435821,2,1976,9,30,40,3,274,3,Fall,-1.8369701987210297e-16,-0.900968867902419
885,1976-10-31,2930.000066205859,2,1976,10,31,44,6,305,4,Fall,0.5000000000000001,0.6234898018587334
886,1976-11-30,2831.200060851872,2,1976,11,30,49,1,335,4,Fall,0.8660254037844384,0.6234898018587336
887,1976-12-31,5072.500076390803,2,1976,12,31,53,4,366,4,Winter,1.0,-0.9009688679024191
888,1977-01-31,3357.0000774785876,2,1977,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
889,1977-02-28,3860.2000520303845,2,1977,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
890,1977-03-31,6696.300106883049,2,1977,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
891,1977-04-30,1553.2000288069248,2,1977,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
892,1977-05-31,5307.400099366903,2,1977,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
893,1977-06-30,2602.900040663779,2,1977,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
894,1977-07-31,1367.0000197514892,2,1977,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
895,1977-08-31,4007.9000782594085,2,1977,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
896,1977-09-30,4795.600066483021,2,1977,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
897,1977-10-31,3656.600065931678,2,1977,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
898,1977-11-30,12163.70020223409,2,1977,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
899,1977-12-31,14988.500244364142,2,1977,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
900,1978-01-31,8047.80015040189,2,1978,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
901,1978-02-28,5631.900107629597,2,1978,2,28,9,1,59,1,Winter,0.5000000000000001,0.6234898018587336
902,1978-03-31,4990.600093014538,2,1978,3,31,13,4,90,1,Spring,6.123233995736766e-17,-0.9009688679024191
903,1978-04-30,6341.800113096833,2,1978,4,30,17,6,120,2,Spring,-0.4999999999999998,0.6234898018587334
904,1978-05-31,5290.700101077557,2,1978,5,31,22,2,151,2,Spring,-0.8660254037844387,-0.22252093395631434
905,1978-06-30,2931.400043144822,2,1978,6,30,26,4,181,2,Summer,-1.0,-0.9009688679024191
906,1978-07-31,3868.9000712409616,2,1978,7,31,31,0,212,3,Summer,-0.8660254037844388,1.0
907,1978-08-31,4836.60007058084,2,1978,8,31,35,3,243,3,Summer,-0.5000000000000004,-0.900968867902419
908,1978-09-30,5933.000120937824,2,1978,9,30,39,5,273,3,Fall,-1.8369701987210297e-16,-0.2225209339563146
909,1978-10-31,1563.800027281046,2,1978,10,31,44,1,304,4,Fall,0.5000000000000001,0.6234898018587336
910,1978-11-30,6809.900110065937,2,1978,11,30,48,3,334,4,Fall,0.8660254037844384,-0.900968867902419
911,1978-12-31,6043.000095739961,2,1978,12,31,52,6,365,4,Winter,1.0,0.6234898018587334
912,1979-01-31,3753.10007083416,2,1979,1,31,5,2,31,1,Winter,0.8660254037844387,-0.22252093395631434
913,1979-02-28,11682.50018569082,2,1979,2,28,9,2,59,1,Winter,0.5000000000000001,-0.22252093395631434
914,1979-03-31,3858.200061738491,2,1979,3,31,13,5,90,1,Spring,6.123233995736766e-17,-0.2225209339563146
915,1979-04-30,4175.200051061809,2,1979,4,30,18,0,120,2,Spring,-0.4999999999999998,1.0
916,1979-05-31,3605.3000616952777,2,1979,5,31,22,3,151,2,Spring,-0.8660254037844387,-0.900968867902419
917,1979-06-30,2237.3000497296453,2,1979,6,30,26,5,181,2,Summer,-1.0,-0.2225209339563146
918,1979-07-31,1868.2000297904015,2,1979,7,31,31,1,212,3,Summer,-0.8660254037844388,0.6234898018587336
919,1979-08-31,2765.100037395954,2,1979,8,31,35,4,243,3,Summer,-0.5000000000000004,-0.9009688679024191
920,1979-09-30,3074.300048097968,2,1979,9,30,39,6,273,3,Fall,-1.8369701987210297e-16,0.6234898018587334
921,1979-10-31,7028.1000841110945,2,1979,10,31,44,2,304,4,Fall,0.5000000000000001,-0.22252093395631434
922,1979-11-30,3799.1000612676144,2,1979,11,30,48,4,334,4,Fall,0.8660254037844384,-0.9009688679024191
923,1979-12-31,14301.500261552632,2,1979,12,31,1,0,365,4,Winter,1.0,1.0
924,1980-01-31,8437.20016195625,2,1980,1,31,5,3,31,1,Winter,0.8660254037844387,-0.900968867902419
925,1980-02-29,9026.200129941106,2,1980,2,29,9,4,60,1,Winter,0.5000000000000001,-0.9009688679024191
926,1980-03-31,6120.500084728003,2,1980,3,31,14,0,91,1,Spring,6.123233995736766e-17,1.0
927,1980-04-30,5298.8001132160425,2,1980,4,30,18,2,121,2,Spring,-0.4999999999999998,-0.22252093395631434
928,1980-05-31,7396.3001451045275,2,1980,5,31,22,5,152,2,Spring,-0.8660254037844387,-0.2225209339563146
929,1980-06-30,4953.7000893726945,2,1980,6,30,27,0,182,2,Summer,-1.0,1.0
930,1980-07-31,1856.8000224009156,2,1980,7,31,31,3,213,3,Summer,-0.8660254037844388,-0.900968867902419
931,1980-08-31,2456.900034300983,2,1980,8,31,35,6,244,3,Summer,-0.5000000000000004,0.6234898018587334
932,1980-09-30,4592.00007828325,2,1980,9,30,40,1,274,3,Fall,-1.8369701987210297e-16,0.6234898018587336
933,1980-10-31,2536.2000477686524,2,1980,10,31,44,4,305,4,Fall,0.5000000000000001,-0.9009688679024191
934,1980-11-30,11624.90020723641,2,1980,11,30,48,6,335,4,Fall,0.8660254037844384,0.6234898018587334
935,1980-12-31,13791.600230917335,2,1980,12,31,1,2,366,4,Winter,1.0,-0.22252093395631434
936,1981-01-31,3428.2000552266836,2,1981,1,31,5,5,31,1,Winter,0.8660254037844387,-0.2225209339563146
937,1981-02-28,9738.100180327892,2,1981,2,28,9,5,59,1,Winter,0.5000000000000001,-0.2225209339563146
938,1981-03-31,4191.8000715225935,2,1981,3,31,14,1,90,1,Spring,6.123233995736766e-17,0.6234898018587336
939,1981-04-30,6419.5000917464495,2,1981,4,30,18,3,120,2,Spring,-0.4999999999999998,-0.900968867902419
940,1981-05-31,6514.700111746788,2,1981,5,31,22,6,151,2,Spring,-0.8660254037844387,0.6234898018587334
941,1981-06-30,7034.800101816654,2,1981,6,30,27,1,181,2,Summer,-1.0,0.6234898018587336
942,1981-07-31,3296.700063690543,2,1981,7,31,31,4,212,3,Summer,-0.8660254037844388,-0.9009688679024191
943,1981-08-31,775.8000091090798,2,1981,8,31,36,0,243,3,Summer,-0.5000000000000004,1.0
944,1981-09-30,3826.200065717101,2,1981,9,30,40,2,273,3,Fall,-1.8369701987210297e-16,-0.22252093395631434
945,1981-10-31,8575.000110708177,2,1981,10,31,44,5,304,4,Fall,0.5000000000000001,-0.2225209339563146
946,1981-11-30,7669.600120529532,2,1981,11,30,49,0,334,4,Fall,0.8660254037844384,1.0
947,1981-12-31,11721.100201815367,2,1981,12,31,53,3,365,4,Winter,1.0,-0.900968867902419
948,1982-01-31,13278.900196880102,2,1982,1,31,4,6,31,1,Winter,0.8660254037844387,0.6234898018587334
949,1982-02-28,10699.80015771836,2,1982,2,28,8,6,59,1,Winter,0.5000000000000001,0.6234898018587334
950,1982-03-31,6609.900109119713,2,1982,3,31,13,2,90,1,Spring,6.123233995736766e-17,-0.22252093395631434
951,1982-04-30,5659.000101536512,2,1982,4,30,17,4,120,2,Spring,-0.4999999999999998,-0.9009688679024191
952,1982-05-31,2355.10004606843,2,1982,5,31,22,0,151,2,Spring,-0.8660254037844387,1.0
953,1982-06-30,4316.6000822559,2,1982,6,30,26,2,181,2,Summer,-1.0,-0.22252093395631434
954,1982-07-31,4585.000079482794,2,1982,7,31,30,5,212,3,Summer,-0.8660254037844388,-0.2225209339563146
955,1982-08-31,3049.7000486925244,2,1982,8,31,35,1,243,3,Summer,-0.5000000000000004,0.6234898018587336
956,1982-09-30,5063.90008585155,2,1982,9,30,39,3,273,3,Fall,-1.8369701987210297e-16,-0.900968867902419
957,1982-10-31,6510.000117793679,2,1982,10,31,43,6,304,4,Fall,0.5000000000000001,0.6234898018587334
958,1982-11-30,8193.40012729913,2,1982,11,30,48,1,334,4,Fall,0.8660254037844384,0.6234898018587336
959,1982-12-31,11765.900180347264,2,1982,12,31,52,4,365,4,Winter,1.0,-0.9009688679024191
960,1983-01-31,13897.800243094563,2,1983,1,31,5,0,31,1,Winter,0.8660254037844387,1.0
961,1983-02-28,9342.900154978037,2,1983,2,28,9,0,59,1,Winter,0.5000000000000001,1.0
962,1983-03-31,10521.300146490335,2,1983,3,31,13,3,90,1,Spring,6.123233995736766e-17,-0.900968867902419
963,1983-04-30,4260.800090126693,2,1983,4,30,17,5,120,2,Spring,-0.4999999999999998,-0.2225209339563146
964,1983-05-31,2767.5000514909625,2,1983,5,31,22,1,151,2,Spring,-0.8660254037844387,0.6234898018587336
965,1983-06-30,5752.800118461251,2,1983,6,30,26,3,181,2,Summer,-1.0,-0.900968867902419
966,1983-07-31,6462.200121589005,2,1983,7,31,30,6,212,3,Summer,-0.8660254037844388,0.6234898018587334
967,1983-08-31,3649.600069142878,2,1983,8,31,35,2,243,3,Summer,-0.5000000000000004,-0.22252093395631434
968,1983-09-30,3406.6000542789698,2,1983,9,30,39,4,273,3,Fall,-1.8369701987210297e-16,-0.9009688679024191
969,1983-10-31,3880.50005505234,2,1983,10,31,44,0,304,4,Fall,0.5000000000000001,1.0
970,1983-11-30,18555.50035890937,2,1983,11,30,48,2,334,4,Fall,0.8660254037844384,-0.22252093395631434
971,1983-12-31,7139.9001138955355,2,1983,12,31,52,5,365,4,Winter,1.0,-0.2225209339563146
972,1984-01-31,9660.200181663036,2,1984,1,31,5,1,31,1,Winter,0.8660254037844387,0.6234898018587336
973,1984-02-29,6080.2001232504845,2,1984,2,29,9,2,60,1,Winter,0.5000000000000001,-0.22252093395631434
974,1984-03-31,7813.1001356467605,2,1984,3,31,13,5,91,1,Spring,6.123233995736766e-17,-0.2225209339563146
975,1984-04-30,5408.500087812543,2,1984,4,30,18,0,121,2,Spring,-0.4999999999999998,1.0
976,1984-05-31,7704.800146847963,2,1984,5,31,22,3,152,2,Spring,-0.8660254037844387,-0.900968867902419
977,1984-06-30,7183.400150775909,2,1984,6,30,26,5,182,2,Summer,-1.0,-0.2225209339563146
978,1984-07-31,656.1000139042735,2,1984,7,31,31,1,213,3,Summer,-0.8660254037844388,0.6234898018587336
979,1984-08-31,1653.6000276654959,2,1984,8,31,35,4,244,3,Summer,-0.5000000000000004,-0.9009688679024191
980,1984-09-30,3483.300064250827,2,1984,9,30,39,6,274,3,Fall,-1.8369701987210297e-16,0.6234898018587334
981,1984-10-31,5796.100080065429,2,1984,10,31,44,2,305,4,Fall,0.5000000000000001,-0.22252093395631434
982,1984-11-30,14153.000260710716,2,1984,11,30,48,4,335,4,Fall,0.8660254037844384,-0.9009688679024191
983,1984-12-31,8213.00015308708,2,1984,12,31,1,0,366,4,Winter,1.0,1.0
